"site","plot","event","year","doy","date","genus","species","scrub","varetc","cult"
"harvard",NA,"ffd","1999",123,1999-05-03,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","2000",126,2000-05-05,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","2002",114,2002-04-24,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","2003",129,2003-05-09,"Sambucus","pubens","0",NA,NA
"harvard",NA,"ffd","1990",108,1990-04-18,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1991",122,1991-05-02,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1992",140,1992-05-19,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1993",132,1993-05-12,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1994",139,1994-05-19,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1995",136,1995-05-16,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1996",138,1996-05-17,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1997",136,1997-05-16,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1998",124,1998-05-04,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1999",131,1999-05-11,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","2000",122,2000-05-01,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","2001",130,2001-05-10,"Vaccinium","corymbosum","0",NA,NA
"harvard",NA,"ffd","1994",173,1994-06-22,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1995",146,1995-05-26,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1996",193,1996-07-11,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1999",166,1999-06-15,"Viburnum","cassinoides","0",NA,NA
"harvard",NA,"ffd","1990",124,1990-05-04,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1991",127,1991-05-07,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1992",135,1992-05-14,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1993",128,1993-05-08,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1994",124,1994-05-04,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1995",132,1995-05-12,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1996",135,1996-05-14,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1997",136,1997-05-16,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1998",114,1998-04-24,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","1999",111,1999-04-21,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2000",122,2000-05-01,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2001",125,2001-05-05,"Viburnum","lantanoides","2",NA,NA
"harvard",NA,"ffd","2003",125,2003-05-05,"Viburnum","lantanoides","2",NA,NA
