Month,Day,Date,Tmax,Tmin,,,,,,,
2015-04,14,2015-04-14,13.0,1.0,,,,,,,
2015-04,15,2015-04-15,10.0,-3.0,,,,,,,
2015-04,16,2015-04-16,13.1,-6.0,,,,,,,
2015-04,17,2015-04-17,17.0,1.0,,,,,,,
2015-04,18,2015-04-18,6.0,-3.3,,,,,,,
2015-04,19,2015-04-19,11.0,-2.0,,,,,,,
2015-04,20,2015-04-20,5.0,1.0,,,,,,,
2015-04,21,2015-04-21,8.0,2.0,,,,,,,
2015-04,22,2015-04-22,5.0,0.0,,,,,,,
2015-04,23,2015-04-23,3.0,-1.0,,,,,,,
2015-04,24,2015-04-24,2.0,-3.0,,,,,,,
2015-04,25,2015-04-25,10.0,-1.6,,,,,,,
2015-04,26,2015-04-26,10.0,0.2,,,,,,,
2015-04,27,2015-04-27,13.0,2.1,,,,,,,
2015-04,28,2015-04-28,17.0,1.1,,,,,,,
2015-04,29,2015-04-29,16.0,0.0,,,,,,,
2015-04,30,2015-04-30,16.0,3.0,,,,,,,
2015-05,1,2015-05-01,17.5,6.0,,,,,,,
2015-05,2,2015-05-02,21.5,3.0,,,,,,,
2015-05,3,2015-05-03,23.5,6.0,,,,,,,
2015-05,4,2015-05-04,25.5,8.0,,,,,,,
2015-05,5,2015-05-05,19.0,6.0,,,,,,,
2015-05,6,2015-05-06,23.0,2.0,,,,,,,
2015-05,7,2015-05-07,26.5,5.0,,,,,,,
2015-05,8,2015-05-08,27.5,10.0,,,,,,,
2015-05,9,2015-05-09,26.0,11.5,,,,,,,
2015-05,10,2015-05-10,23.0,12.5,,,,,,,
2015-05,11,2015-05-11,12.0,6.0,,,,,,,
2015-05,12,2015-05-12,20.0,5.0,,,,,,,
2015-05,13,2015-05-13,15.0,2.5,,,,,,,
2015-05,14,2015-05-14,18.0,1.2,,,,,,,
2015-05,15,2015-05-15,19.5,4.0,,,,,,,
2015-05,16,2015-05-16,17.5,11.0,,,,,,,
2015-05,17,2015-05-17,24.0,9.0,,,,,,,
2015-05,18,2015-05-18,25.0,9.0,,,,,,,
2015-05,19,2015-05-19,25.0,17.0,,,,,,,
2015-05,20,2015-05-20,13.0,2.8,,,,,,,
2015-05,21,2015-05-21,19.0,3.0,,,,,,,
2015-05,22,2015-05-22,10.5,4.0,,,,,,,
2015-05,23,2015-05-23,15.0,-0.8,,,,,,,
2015-05,24,2015-05-24,24.5,6.6,,,,,,,
2015-05,25,2015-05-25,18.0,11.2,,,,,,,
2015-05,26,2015-05-26,26.0,12.0,,,,,,,
2015-05,27,2015-05-27,24.0,14.9,,,,,,,
2015-05,28,2015-05-28,18.0,15.0,,,,,,,
2015-05,29,2015-05-29,23.0,6.0,,,,,,,
2015-05,30,2015-05-30,26.0,12.0,,,,,,,
2015-05,31,2015-05-31,14.0,5.0,,,,,,,
2015-06,1,2015-06-01,14.0,6.7,,,,,,,
2015-06,2,2015-06-02,10.0,6.0,,,,,,,
2015-06,3,2015-06-03,16.0,1.0,,,,,,,
2015-06,4,2015-06-04,22.0,4.0,,,,,,,
2015-06,5,2015-06-05,19.0,9.0,,,,,,,
2015-06,6,2015-06-06,18.0,5.0,,,,,,,
2015-06,7,2015-06-07,18.0,4.3,,,,,,,
2015-06,8,2015-06-08,18.0,10.0,,,,,,,
2015-06,9,2015-06-09,18.0,11.0,,,,,,,
2015-06,10,2015-06-10,21.0,10.0,,,,,,,
2015-06,11,2015-06-11,20.5,13.0,,,,,,,
2015-06,12,2015-06-12,22.0,12.1,,,,,,,
2015-06,13,2015-06-13,24.0,9.5,,,,,,,
2015-06,14,2015-06-14,22.5,7.0,,,,,,,
2015-06,15,2015-06-15,18.0,11.0,,,,,,,
2015-06,16,2015-06-16,20.0,14.0,,,,,,,
2015-06,17,2015-06-17,20.0,6.2,,,,,,,
2015-06,18,2015-06-18,24.0,10.0,,,,,,,
2015-06,19,2015-06-19,19.5,6.0,,,,,,,
2015-06,20,2015-06-20,22.0,6.5,,,,,,,
2015-06,21,2015-06-21,23.0,11.5,,,,,,,
2015-06,22,2015-06-22,25.0,12.5,,,,,,,
2015-06,23,2015-06-23,22.0,14.0,,,,,,,
2015-06,24,2015-06-24,21.5,7.5,,,,,,,
2015-06,25,2015-06-25,21.0,7.2,,,,,,,
2015-06,26,2015-06-26,22.0,7.0,,,,,,,
2015-06,27,2015-06-27,21.0,8.5,,,,,,,
2015-06,28,2015-06-28,13.0,10.6,,,,,,,
2015-06,29,2015-06-29,20.0,8.5,,,,,,,
2015-06,30,2015-06-30,24.0,10.0,,,,,,,
2015-07,1,2015-07-01,18.5,13.0,,,,,,,
2015-07,2,2015-07-02,19.5,10.4,,,,,,,
2015-07,3,2015-07-03,23.5,7.7,,,,,,,
2015-07,4,2015-07-04,23.5,10.1,,,,,,,
2015-07,5,2015-07-05,23.0,11.8,,,,,,,
2015-07,6,2015-07-06,27.0,12.5,,,,,,,
2015-07,7,2015-07-07,27.0,13.9,,,,,,,
2015-07,8,2015-07-08,23.0,11.5,,,,,,,
2015-07,9,2015-07-09,22.0,11.0,,,,,,,
2015-07,10,2015-07-10,26.5,12.5,,,,,,,
2015-07,11,2015-07-11,27.0,14.0,,,,,,,
2015-07,12,2015-07-12,28.5,18.0,,,,,,,
2015-07,13,2015-07-13,28.0,15.0,,,,,,,
2015-07,14,2015-07-14,26.5,17.5,,,,,,,
2015-07,15,2015-07-15,20.0,9.0,,,,,,,
2015-07,16,2015-07-16,22.5,7.0,,,,,,,
2015-07,17,2015-07-17,22.0,10.0,,,,,,,
2015-07,18,2015-07-18,22.0,14.0,,,,,,,
2015-07,19,2015-07-19,25.0,17.0,,,,,,,
2015-07,20,2015-07-20,25.5,16.0,,,,,,,
2015-07,21,2015-07-21,22.0,16.5,,,,,,,
2015-07,22,2015-07-22,19.5,11.0,,,,,,,
2015-07,23,2015-07-23,22.0,13.5,,,,,,,
2015-07,24,2015-07-24,22.0,13.5,,,,,,,
2015-07,25,2015-07-25,22.5,12.5,,,,,,,
2015-07,26,2015-07-26,27.0,17.0,,,,,,,
2015-07,27,2015-07-27,27.0,16.0,,,,,,,
2015-07,28,2015-07-28,29.5,15.5,,,,,,,
2015-07,29,2015-07-29,30.5,18.0,,,,,,,
2015-07,30,2015-07-30,26.0,17.0,,,,,,,
2015-07,31,2015-07-31,25.0,16.0,,,,,,,
2015-08,1,2015-08-01,23.0,13.0,,,,,,,
2015-08,2,2015-08-02,24.5,11.0,,,,,,,
2015-08,3,2015-08-03,22.0,16.0,,,,,,,
2015-08,4,2015-08-04,23.0,13.0,,,,,,,
2015-08,5,2015-08-05,21.0,13.0,,,,,,,
2015-08,6,2015-08-06,19.5,12.5,,,,,,,
2015-08,7,2015-08-07,20.0,9.0,,,,,,,
2015-08,8,2015-08-08,22.0,10.0,,,,,,,
2015-08,9,2015-08-09,23.5,12.5,,,,,,,
2015-08,10,2015-08-10,25.0,13.0,,,,,,,
2015-08,11,2015-08-11,19.0,16.0,,,,,,,
2015-08,12,2015-08-12,21.0,15.5,,,,,,,
2015-08,13,2015-08-13,20.0,13.0,,,,,,,
2015-08,14,2015-08-14,22.0,12.5,,,,,,,
2015-08,15,2015-08-15,26.0,17.0,,,,,,,
2015-08,16,2015-08-16,28.5,15.6,,,,,,,
2015-08,17,2015-08-17,29.0,18.0,,,,,,,
2015-08,18,2015-08-18,29.0,19.0,,,,,,,
2015-08,19,2015-08-19,28.5,17.6,,,,,,,
2015-08,20,2015-08-20,27.0,20.0,,,,,,,
2015-08,21,2015-08-21,23.0,17.5,,,,,,,
2015-08,22,2015-08-22,23.5,15.0,,,,,,,
2015-08,23,2015-08-23,25.0,12.0,,,,,,,
2015-08,24,2015-08-24,26.0,14.3,,,,,,,
2015-08,25,2015-08-25,24.0,11.8,,,,,,,
2015-08,26,2015-08-26,22.0,10.4,,,,,,,
2015-08,27,2015-08-27,21.5,14.0,,,,,,,
2015-08,28,2015-08-28,21.5,10.0,,,,,,,
2015-08,29,2015-08-29,21.5,11.5,,,,,,,
2015-08,30,2015-08-30,23.5,14.2,,,,,,,
2015-08,31,2015-08-31,24.0,14.3,,,,,,,
2015-09,1,2015-09-01,25.0,11.5,,,,,,,
2015-09,2,2015-09-02,28.0,17.0,,,,,,,
2015-09,3,2015-09-03,26.0,17.5,,,,,,,
2015-09,4,2015-09-04,23.0,11.5,,,,,,,
2015-09,5,2015-09-05,26.0,10.0,,,,,,,
2015-09,6,2015-09-06,28.0,15.5,,,,,,,
2015-09,7,2015-09-07,29.0,19.0,,,,,,,
2015-09,8,2015-09-08,25.0,17.0,,,,,,,
2015-09,9,2015-09-09,24.0,19.0,,,,,,,
2015-09,10,2015-09-10,22.0,12.5,,,,,,,
2015-09,11,2015-09-11,23.0,10.5,,,,,,,
2015-09,12,2015-09-12,15.5,12.0,,,,,,,
2015-09,13,2015-09-13,16.0,11.3,,,,,,,
2015-09,14,2015-09-14,18.0,12.0,,,,,,,
2015-09,15,2015-09-15,24.0,12.0,,,,,,,
2015-09,16,2015-09-16,27.0,13.0,,,,,,,
2015-09,17,2015-09-17,27.0,14.5,,,,,,,
2015-09,18,2015-09-18,25.5,14.0,,,,,,,
2015-09,19,2015-09-19,24.0,15.5,,,,,,,
2015-09,20,2015-09-20,16.1,8.0,,,,,,,
2015-09,21,2015-09-21,19.0,5.5,,,,,,,
2015-09,22,2015-09-22,20.5,7.0,,,,,,,
2015-09,23,2015-09-23,22.5,8.5,,,,,,,
2015-09,24,2015-09-24,18.0,8.5,,,,,,,
2015-09,25,2015-09-25,15.0,8.0,,,,,,,
2015-09,26,2015-09-26,16.0,4.0,,,,,,,
2015-09,27,2015-09-27,21.0,4.0,,,,,,,
2015-09,28,2015-09-28,19.5,11.5,,,,,,,
2015-09,29,2015-09-29,18.0,12.0,,,,,,,
2015-09,30,2015-09-30,11.0,7.0,,,,,,,
2015-10,1,2015-10-01,12.4,2.3,,,,,,,
2015-10,2,2015-10-02,11.0,1.2,,,,,,,
2015-10,3,2015-10-03,10.7,1.5,,,,,,,
2015-10,4,2015-10-04,11.6,2.2,,,,,,,
2015-10,5,2015-10-05,14.0,3.0,,,,,,,
2015-10,6,2015-10-06,12.5,8.0,,,,,,,
2015-10,7,2015-10-07,16.0,5.0,,,,,,,
2015-10,8,2015-10-08,11.0,0.0,,,,,,,
2015-10,9,2015-10-09,5.5,2.5,,,,,,,
2015-10,10,2015-10-10,9.0,-1.0,,,,,,,
2015-10,11,2015-10-11,14.5,3.0,,,,,,,
2015-10,12,2015-10-12,19.3,7.9,,,,,,,
2015-10,13,2015-10-13,13.0,7.5,,,,,,,
2015-10,14,2015-10-14,7.5,3.0,,,,,,,
2015-10,15,2015-10-15,10.5,-1.0,,,,,,,
2015-10,16,2015-10-16,8.0,2.5,,,,,,,
2015-10,17,2015-10-17,5.0,-1.0,,,,,,,
2015-10,18,2015-10-18,1.0,-6.0,,,,,,,
2015-10,19,2015-10-19,10.0,-8.5,,,,,,,
2015-10,20,2015-10-20,11.0,2.5,,,,,,,
2015-10,21,2015-10-21,7.5,-4.5,,,,,,,
2015-10,22,2015-10-22,13.5,0.5,,,,,,,
2015-10,23,2015-10-23,6.0,0.0,,,,,,,
2015-10,24,2015-10-24,9.5,-3.0,,,,,,,
2015-10,25,2015-10-25,9.5,2.9,,,,,,,
2015-10,26,2015-10-26,5.0,-3.0,,,,,,,
2015-10,27,2015-10-27,9.0,-4.5,,,,,,,
2015-10,28,2015-10-28,8.0,-2.3,,,,,,,
2015-10,29,2015-10-29,11.0,3.2,,,,,,,
2015-10,30,2015-10-30,5.0,0.0,,,,,,,
2015-10,31,2015-10-31,5.0,-4.0,,,,,,,
2015-11,1,2015-11-01,8.0,1.5,,,,,,,
2015-11,2,2015-11-02,7.0,4.5,,,,,,,
2015-11,3,2015-11-03,12.5,2.0,,,,,,,
2015-11,4,2015-11-04,10.0,-0.5,,,,,,,
2015-11,5,2015-11-05,15.0,0.5,,,,,,,
2015-11,6,2015-11-06,15.5,6.5,,,,,,,
2015-11,7,2015-11-07,8.0,2.0,,,,,,,
2015-11,8,2015-11-08,4.9,-3.0,,,,,,,
2015-11,9,2015-11-09,10.0,-1.0,,,,,,,
2015-11,10,2015-11-10,11.0,-1.7,,,,,,,
2015-11,11,2015-11-11,10.0,2.4,,,,,,,
2015-11,12,2015-11-12,8.0,4.0,,,,,,,
2015-11,13,2015-11-13,6.5,3.0,,,,,,,
2015-11,14,2015-11-14,1.5,-3.0,,,,,,,
2015-11,15,2015-11-15,4.5,-3.0,,,,,,,
2015-11,16,2015-11-16,4.0,-3.0,,,,,,,
2015-11,17,2015-11-17,3.0,-7.0,,,,,,,
2015-11,18,2015-11-18,7.0,-5.0,,,,,,,
2015-11,19,2015-11-19,10.0,2.0,,,,,,,
2015-11,20,2015-11-20,5.5,0.5,,,,,,,
2015-11,21,2015-11-21,2.5,-4.5,,,,,,,
2015-11,22,2015-11-22,3.0,-1.5,,,,,,,
2015-11,23,2015-11-23,-2.5,-8.5,,,,,,,
2015-11,24,2015-11-24,-5.0,-10.0,,,,,,,
2015-11,25,2015-11-25,0.0,-10.0,,,,,,,
2015-11,26,2015-11-26,9.0,-4.0,,,,,,,
2015-11,27,2015-11-27,9.0,2.5,,,,,,,
2015-11,28,2015-11-28,-2.0,-7.5,,,,,,,
2015-11,29,2015-11-29,-2.0,-9.0,,,,,,,
2015-11,30,2015-11-30,-5.0,-14.5,,,,,,,
2015-12,1,2015-12-01,0.0,-10.0,,,,,,,
2015-12,2,2015-12-02,1.5,-2.5,,,,,,,
2015-12,3,2015-12-03,3.0,0.0,,,,,,,
2015-12,4,2015-12-04,2.0,-3.0,,,,,,,
2015-12,5,2015-12-05,4.5,0.0,,,,,,,
2015-12,6,2015-12-06,4.0,-1.0,,,,,,,
2015-12,7,2015-12-07,3.0,-4.0,,,,,,,
2015-12,8,2015-12-08,1.0,-5.0,,,,,,,
2015-12,9,2015-12-09,2.0,-2.0,,,,,,,
2015-12,10,2015-12-10,5.5,-1.5,,,,,,,
2015-12,11,2015-12-11,9.0,2.0,,,,,,,
2015-12,12,2015-12-12,6.0,2.0,,,,,,,
2015-12,13,2015-12-13,1.0,-3.0,,,,,,,
2015-12,14,2015-12-14,0.5,-2.0,,,,,,,
2015-12,15,2015-12-15,2.5,0.0,,,,,,,
2015-12,16,2015-12-16,0.0,-3.5,,,,,,,
2015-12,17,2015-12-17,3.0,-3.5,,,,,,,
2015-12,18,2015-12-18,0.2,-0.5,,,,,,,
2015-12,19,2015-12-19,-2.5,-6.0,,,,,,,
2015-12,20,2015-12-20,-4.0,-9.5,,,,,,,
2015-12,21,2015-12-21,0.0,-6.0,,,,,,,
2015-12,22,2015-12-22,0.8,-1.2,,,,,,,
2015-12,23,2015-12-23,5.5,0.0,,,,,,,
2015-12,24,2015-12-24,14.0,2.5,,,,,,,
2015-12,25,2015-12-25,5.5,0.0,,,,,,,
2015-12,26,2015-12-26,2.0,-5.5,,,,,,,
2015-12,27,2015-12-27,-2.5,-5.5,,,,,,,
2015-12,28,2015-12-28,-9.6,-15.5,,,,,,,
2015-12,29,2015-12-29,-10.5,-15.0,,,,,,,
2015-12,30,2015-12-30,-5.0,-11.5,,,,,,,
2015-12,31,2015-12-31,-2.5,-7.5,,,,,,,
